,id_ticket,fecha,id_empleado,id_agente,categoría,tipo,severidad,prioridad,días_resolución,satisfacción,web,índice_,semestre
7691,KWLTSR-5742586405,2016-08-04,390.0,4.0,Sistema,Solicitud,2 - Normal,1 - Baja,0.0,2.0,www.tractchun.es,1.0,2º semestre
7692,KWLTSR-5842468598,2016-04-08,1469.0,15.0,Sistema,Solicitud,2 - Normal,1 - Baja,8.0,3.0,www.tractchun.es,1.0,1º semestre
7693,KWLTSR-5942471929,2016-04-11,152.0,39.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,5.0,www.tractchun.es,1.0,1º semestre
7694,KWLTSR-5942561480,2016-07-10,1768.0,14.0,Sistema,Solicitud,2 - Normal,1 - Baja,18.0,5.0,www.tractchun.es,1.0,2º semestre
7695,KWLTSR-5942626719,2016-09-13,1081.0,27.0,Sistema,Solicitud,2 - Normal,1 - Baja,9.0,5.0,www.tractchun.es,1.0,2º semestre
7696,KWLTSR-5942727698,2016-12-23,319.0,26.0,Sistema,Solicitud,2 - Normal,1 - Baja,8.0,5.0,www.tractchun.es,1.0,2º semestre
7697,KWLTSR-6042440876,2016-03-11,1507.0,18.0,Sistema,Solicitud,2 - Normal,1 - Baja,10.0,4.0,www.tractchun.es,1.0,1º semestre
7698,KWLTSR-6042581121,2016-07-30,942.0,1.0,Sistema,Solicitud,2 - Normal,1 - Baja,11.0,3.0,www.tractchun.es,1.0,2º semestre
7699,KWLTSR-6142374149,2016-01-05,1524.0,11.0,Sistema,Solicitud,2 - Normal,1 - Baja,3.0,2.0,www.tractchun.es,1.0,1º semestre
7700,KWLTSR-6342526797,2016-06-05,89.0,37.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,1.0,www.tractchun.es,1.0,1º semestre
7701,KWLTSR-6342610252,2016-08-28,1745.0,12.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,5.0,www.tractchun.es,1.0,2º semestre
7702,KWLTSR-6442516692,2016-05-26,259.0,16.0,Sistema,Solicitud,2 - Normal,1 - Baja,14.0,4.0,www.tractchun.es,1.0,1º semestre
7703,KWLTSR-6442583604,2016-08-01,220.0,6.0,Sistema,Solicitud,2 - Normal,1 - Baja,14.0,3.0,www.tractchun.es,1.0,2º semestre
7704,KWLTSR-6542509230,2016-05-19,753.0,12.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,5.0,www.tractchun.es,1.0,1º semestre
7705,KWLTSR-6542614492,2016-09-01,1719.0,34.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,5.0,www.tractchun.es,1.0,2º semestre
7706,KWLTSR-6642383904,2016-01-14,1040.0,9.0,Sistema,Solicitud,2 - Normal,1 - Baja,7.0,3.0,www.tractchun.es,1.0,1º semestre
7707,KWLTSR-6642653386,2016-10-10,208.0,43.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,3.0,www.tractchun.es,1.0,2º semestre
7708,KWLTSR-6742518568,2016-05-28,1236.0,25.0,Sistema,Solicitud,2 - Normal,1 - Baja,14.0,3.0,www.tractchun.es,1.0,1º semestre
7709,KWLTSR-6842374294,2016-01-05,639.0,42.0,Sistema,Solicitud,2 - Normal,1 - Baja,8.0,1.0,www.tractchun.es,1.0,1º semestre
7710,KWLTSR-7142669848,2016-10-26,1324.0,48.0,Sistema,Solicitud,2 - Normal,1 - Baja,0.0,3.0,www.tractchun.es,1.0,2º semestre
7711,KWLTSR-7342562186,2016-07-11,1038.0,11.0,Sistema,Solicitud,2 - Normal,1 - Baja,12.0,4.0,www.tractchun.es,1.0,2º semestre
7712,KWLTSR-7342593693,2016-08-11,599.0,16.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,4.0,www.tractchun.es,1.0,2º semestre
7713,KWLTSR-7342730305,2016-12-26,1020.0,33.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,4.0,www.tractchun.es,1.0,2º semestre
7714,KWLTSR-7442667342,2016-10-24,184.0,23.0,Sistema,Solicitud,2 - Normal,1 - Baja,14.0,3.0,www.tractchun.es,1.0,2º semestre
7715,KWLTSR-7542389548,2016-01-20,1534.0,15.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,2.0,www.tractchun.es,1.0,1º semestre
7716,KWLTSR-7542432239,2016-03-03,563.0,2.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,5.0,www.tractchun.es,1.0,1º semestre
7717,KWLTSR-7542478466,2016-04-18,1106.0,4.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,3.0,www.tractchun.es,1.0,1º semestre
7719,KWLTSR-7542547926,2016-06-26,1032.0,49.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,4.0,www.tractchun.es,1.0,1º semestre
7720,KWLTSR-7542613526,2016-08-31,332.0,15.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,5.0,www.tractchun.es,1.0,2º semestre
7721,KWLTSR-7542695520,2016-11-21,892.0,15.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,4.0,www.tractchun.es,1.0,2º semestre
7722,KWLTSR-7642431380,2016-03-02,1878.0,23.0,Sistema,Solicitud,2 - Normal,1 - Baja,16.0,3.0,www.tractchun.es,1.0,1º semestre
7723,KWLTSR-7642459036,2016-03-30,1793.0,10.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,2.0,www.tractchun.es,1.0,1º semestre
7724,KWLTSR-7642644567,2016-10-01,166.0,15.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,4.0,www.tractchun.es,1.0,2º semestre
7725,KWLTSR-7642653317,2016-10-10,1311.0,13.0,Sistema,Solicitud,2 - Normal,1 - Baja,11.0,5.0,www.tractchun.es,1.0,2º semestre
7726,KWLTSR-7642675867,2016-11-01,446.0,8.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,5.0,www.tractchun.es,1.0,2º semestre
7727,KWLTSR-7742446276,2016-03-17,517.0,2.0,Sistema,Solicitud,2 - Normal,1 - Baja,7.0,4.0,www.tractchun.es,1.0,1º semestre
7728,KWLTSR-7742468581,2016-04-08,1248.0,35.0,Sistema,Solicitud,2 - Normal,1 - Baja,12.0,4.0,www.tractchun.es,1.0,1º semestre
7729,KWLTSR-7742610857,2016-08-28,1245.0,28.0,Sistema,Solicitud,2 - Normal,1 - Baja,10.0,1.0,www.tractchun.es,1.0,2º semestre
7730,KWLTSR-7742673080,2016-10-30,1738.0,50.0,Sistema,Solicitud,2 - Normal,1 - Baja,7.0,2.0,www.tractchun.es,1.0,2º semestre
7731,KWLTSR-7942632190,2016-09-19,879.0,21.0,Sistema,Solicitud,2 - Normal,1 - Baja,9.0,5.0,www.tractchun.es,1.0,2º semestre
7732,KWLTSR-7942676263,2016-11-02,726.0,32.0,Sistema,Solicitud,2 - Normal,1 - Baja,9.0,4.0,www.tractchun.es,1.0,2º semestre
7733,KWLTSR-8042395507,2016-01-26,1810.0,25.0,Sistema,Solicitud,2 - Normal,1 - Baja,3.0,4.0,www.tractchun.es,1.0,1º semestre
7734,KWLTSR-8142480354,2016-04-20,555.0,13.0,Sistema,Solicitud,2 - Normal,1 - Baja,12.0,5.0,www.tractchun.es,1.0,1º semestre
7735,KWLTSR-8342372853,2016-01-03,1765.0,28.0,Sistema,Solicitud,2 - Normal,1 - Baja,16.0,3.0,www.tractchun.es,1.0,1º semestre
7736,KWLTSR-8342403124,2016-02-03,1292.0,1.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,4.0,www.tractchun.es,1.0,1º semestre
7737,KWLTSR-8342592165,2016-08-10,1096.0,41.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,5.0,www.tractchun.es,1.0,2º semestre
7738,KWLTSR-8542584457,2016-08-02,1815.0,4.0,Sistema,Solicitud,2 - Normal,1 - Baja,1.0,3.0,www.tractchun.es,1.0,2º semestre
7739,KWLTSR-8542624201,2016-09-11,820.0,32.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,3.0,www.tractchun.es,1.0,2º semestre
7740,KWLTSR-8642450223,2016-03-21,1302.0,2.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,2.0,www.tractchun.es,1.0,1º semestre
7741,KWLTSR-8642581223,2016-07-30,22.0,22.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,5.0,www.tractchun.es,1.0,2º semestre
7742,KWLTSR-8642621660,2016-09-08,1376.0,36.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,4.0,www.tractchun.es,1.0,2º semestre
7743,KWLTSR-8642625607,2016-09-12,1920.0,6.0,Sistema,Solicitud,2 - Normal,1 - Baja,16.0,3.0,www.tractchun.es,1.0,2º semestre
7744,KWLTSR-8642652076,2016-10-09,1687.0,30.0,Sistema,Solicitud,2 - Normal,1 - Baja,16.0,3.0,www.tractchun.es,1.0,2º semestre
7745,KWLTSR-8742433569,2016-03-04,696.0,25.0,Sistema,Solicitud,2 - Normal,1 - Baja,8.0,4.0,www.tractchun.es,1.0,1º semestre
7746,KWLTSR-8742484238,2016-04-24,1403.0,2.0,Sistema,Solicitud,2 - Normal,1 - Baja,7.0,4.0,www.tractchun.es,1.0,1º semestre
7747,KWLTSR-8742655701,2016-10-12,220.0,17.0,Sistema,Solicitud,2 - Normal,1 - Baja,7.0,5.0,www.tractchun.es,1.0,2º semestre
7748,KWLTSR-8842372078,2016-01-03,1027.0,20.0,Sistema,Solicitud,2 - Normal,1 - Baja,8.0,4.0,www.tractchun.es,1.0,1º semestre
7749,KWLTSR-8842659261,2016-10-16,1786.0,12.0,Sistema,Solicitud,2 - Normal,1 - Baja,8.0,5.0,www.tractchun.es,1.0,2º semestre
7750,KWLTSR-8942478705,2016-04-18,1440.0,27.0,Sistema,Solicitud,2 - Normal,1 - Baja,9.0,1.0,www.tractchun.es,1.0,1º semestre
7751,KWLTSR-9042659221,2016-10-16,1622.0,32.0,Sistema,Solicitud,2 - Normal,1 - Baja,17.0,4.0,www.tractchun.es,1.0,2º semestre
7752,KWLTSR-9142466567,2016-04-06,1056.0,25.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,3.0,www.tractchun.es,1.0,1º semestre
7753,KWLTSR-9142517989,2016-05-27,738.0,19.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,1.0,www.tractchun.es,1.0,1º semestre
7754,KWLTSR-9142698355,2016-11-24,65.0,23.0,Sistema,Solicitud,2 - Normal,1 - Baja,19.0,5.0,www.tractchun.es,1.0,2º semestre
7755,KWLTSR-9342465433,2016-04-05,433.0,24.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,5.0,www.tractchun.es,1.0,1º semestre
7756,KWLTSR-9342661318,2016-10-18,761.0,23.0,Sistema,Solicitud,2 - Normal,1 - Baja,13.0,5.0,www.tractchun.es,1.0,2º semestre
7757,KWLTSR-9442593481,2016-08-11,1188.0,44.0,Sistema,Solicitud,2 - Normal,1 - Baja,14.0,3.0,www.tractchun.es,1.0,2º semestre
7758,KWLTSR-9542552272,2016-07-01,427.0,2.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,2.0,www.tractchun.es,1.0,2º semestre
7759,KWLTSR-9542611007,2016-08-29,1860.0,30.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,3.0,www.tractchun.es,1.0,2º semestre
7760,KWLTSR-9542667776,2016-10-24,1757.0,37.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,3.0,www.tractchun.es,1.0,2º semestre
7761,KWLTSR-9642411162,2016-02-11,456.0,11.0,Sistema,Solicitud,2 - Normal,1 - Baja,16.0,5.0,www.tractchun.es,1.0,1º semestre
7762,KWLTSR-9642423230,2016-02-23,823.0,32.0,Sistema,Solicitud,2 - Normal,1 - Baja,3.0,4.0,www.tractchun.es,1.0,1º semestre
7763,KWLTSR-9642440511,2016-03-11,1691.0,15.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,5.0,www.tractchun.es,1.0,1º semestre
7764,KWLTSR-9642529136,2016-06-08,1363.0,31.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,3.0,www.tractchun.es,1.0,1º semestre
7765,KWLTSR-9642565509,2016-07-14,120.0,45.0,Sistema,Solicitud,2 - Normal,1 - Baja,6.0,5.0,www.tractchun.es,1.0,2º semestre
7766,KWLTSR-9742640989,2016-09-27,1458.0,39.0,Sistema,Solicitud,2 - Normal,1 - Baja,10.0,5.0,www.tractchun.es,1.0,2º semestre
7767,KWLTSR-9842371550,2016-01-02,635.0,25.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,4.0,www.tractchun.es,1.0,1º semestre
7768,KWLTSR-9842380259,2016-01-11,285.0,2.0,Sistema,Solicitud,2 - Normal,1 - Baja,8.0,3.0,www.tractchun.es,1.0,1º semestre
7769,KWLTSR-9842405109,2016-02-05,360.0,11.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,5.0,www.tractchun.es,1.0,1º semestre
7770,KWLTSR-9842569860,2016-07-18,256.0,28.0,Sistema,Solicitud,2 - Normal,1 - Baja,2.0,5.0,www.tractchun.es,1.0,2º semestre
7771,KWLTSR-9942733313,2016-12-29,671.0,3.0,Sistema,Solicitud,2 - Normal,1 - Baja,4.0,3.0,www.tractchun.es,1.0,2º semestre
7772,KWLTST-4542445903,2016-03-16,1360.0,39.0,Sistema,Solicitud,2 - Normal,1 - Baja,15.0,3.0,www.tractchun.es,1.0,1º semestre
7773,KWLTST-5542726779,2016-12-22,1457.0,27.0,Sistema,Solicitud,2 - Normal,1 - Baja,5.0,5.0,www.tractchun.es,1.0,2º semestre
7774,KWREER-6142599124,2016-08-17,472.0,31.0,Software,Problema,1 - Menor,1 - Baja,1.0,4.0,www.tractchun.es,1.0,2º semestre
7775,KWREER-7642529479,2016-06-08,577.0,14.0,Hardware,Problema,1 - Menor,1 - Baja,16.0,3.0,www.tractchun.es,1.0,1º semestre
7776,KWRENR-0042444221,2016-03-15,1032.0,2.0,Acceso&%Login,Problema,1 - Menor,1 - Baja,0.0,2.0,www.tractchun.es,1.0,1º semestre
7777,KWRENR-5042439829,2016-03-10,12.0,48.0,Acceso&%Login,Problema,1 - Menor,1 - Baja,0.0,4.0,www.tractchun.es,1.0,1º semestre
7778,KWRENR-6042467951,2016-04-07,865.0,39.0,Acceso&%Login,Problema,1 - Menor,1 - Baja,0.0,3.0,www.tractchun.es,1.0,1º semestre
7779,KWRENR-8042557585,2016-07-06,1488.0,5.0,Acceso&%Login,Problema,1 - Menor,1 - Baja,0.0,4.0,www.tractchun.es,1.0,2º semestre
7780,KWRENR-8042612772,2016-08-30,437.0,47.0,Acceso&%Login,Problema,1 - Menor,1 - Baja,0.0,4.0,www.tractchun.es,1.0,2º semestre
7781,KWRESR-0142690833,2016-11-16,1843.0,38.0,Sistema,Problema,1 - Menor,1 - Baja,1.0,5.0,www.tractchun.es,1.0,2º semestre
7782,KWRESR-0342699424,2016-11-25,72.0,34.0,Sistema,Problema,3 - Mayor,1 - Baja,3.0,4.0,www.tractchun.es,1.0,2º semestre
7783,KWRESR-0642463701,2016-04-03,1770.0,7.0,Sistema,Problema,3 - Mayor,1 - Baja,6.0,3.0,www.tractchun.es,1.0,1º semestre
7784,KWRESR-0842404699,2016-02-04,459.0,6.0,Sistema,Problema,1 - Menor,1 - Baja,8.0,1.0,www.tractchun.es,1.0,1º semestre
7785,KWRESR-1242705181,2016-12-01,188.0,31.0,Sistema,Problema,1 - Menor,1 - Baja,2.0,3.0,www.tractchun.es,1.0,2º semestre
7786,KWRESR-2142494752,2016-05-04,1035.0,27.0,Sistema,Problema,3 - Mayor,1 - Baja,1.0,4.0,www.tractchun.es,1.0,1º semestre
7787,KWRESR-4242499514,2016-05-09,1181.0,35.0,Sistema,Problema,1 - Menor,1 - Baja,2.0,2.0,www.tractchun.es,1.0,1º semestre
7788,KWRESR-6242697892,2016-11-23,899.0,8.0,Sistema,Problema,3 - Mayor,1 - Baja,2.0,1.0,www.tractchun.es,1.0,2º semestre
7789,KWRESR-7742723563,2016-12-19,1326.0,35.0,Sistema,Problema,3 - Mayor,1 - Baja,7.0,5.0,www.tractchun.es,1.0,2º semestre
7790,KWRTER-0742679941,2016-11-05,374.0,29.0,Software,Solicitud,3 - Mayor,1 - Baja,7.0,5.0,www.tractchun.es,1.0,2º semestre
7791,KWRTER-3642519097,2016-05-29,179.0,20.0,Hardware,Solicitud,3 - Mayor,1 - Baja,7.0,4.0,www.tractchun.es,1.0,1º semestre
7792,KWRTER-5542485518,2016-04-25,41.0,25.0,Hardware,Solicitud,3 - Mayor,1 - Baja,7.0,4.0,www.tractchun.es,1.0,1º semestre
7793,KWRTER-6542426690,2016-02-26,479.0,36.0,Software,Solicitud,1 - Menor,1 - Baja,5.0,3.0,www.tractchun.es,1.0,1º semestre
7794,KWRTNR-1142437062,2016-03-08,1336.0,50.0,Acceso&%Login,Solicitud,3 - Mayor,1 - Baja,1.0,4.0,www.tractchun.es,1.0,1º semestre
7795,KWRTNR-3042600447,2016-08-18,334.0,24.0,Acceso&%Login,Solicitud,3 - Mayor,1 - Baja,0.0,2.0,www.tractchun.es,1.0,2º semestre
7796,KWRTNR-6142644983,2016-10-01,218.0,49.0,Acceso&%Login,Solicitud,1 - Menor,1 - Baja,1.0,3.0,www.tractchun.es,1.0,2º semestre
7797,KWRTNR-7042675457,2016-11-01,285.0,34.0,Acceso&%Login,Solicitud,1 - Menor,1 - Baja,0.0,4.0,www.tractchun.es,1.0,2º semestre
7798,KWRTSR-0642647892,2016-10-04,829.0,18.0,Sistema,Solicitud,1 - Menor,1 - Baja,6.0,3.0,www.tractchun.es,1.0,2º semestre
7799,KWRTSR-2942702275,2016-11-28,597.0,32.0,Sistema,Solicitud,1 - Menor,1 - Baja,9.0,3.0,www.tractchun.es,1.0,2º semestre
7800,KWRTSR-3642409797,2016-02-09,409.0,27.0,Sistema,Solicitud,1 - Menor,1 - Baja,6.0,4.0,www.tractchun.es,1.0,1º semestre
7801,KWRTSR-4142602488,2016-08-20,1448.0,4.0,Sistema,Solicitud,3 - Mayor,1 - Baja,6.0,4.0,www.tractchun.es,1.0,2º semestre
7802,KWRTSR-5442510663,2016-05-20,1786.0,36.0,Sistema,Solicitud,3 - Mayor,1 - Baja,1.0,5.0,www.tractchun.es,1.0,1º semestre
7803,KWRTSR-5642707782,2016-12-03,648.0,27.0,Sistema,Solicitud,1 - Menor,1 - Baja,6.0,4.0,www.tractchun.es,1.0,2º semestre
7804,KWRTSR-6142546270,2016-06-25,1757.0,12.0,Sistema,Solicitud,3 - Mayor,1 - Baja,8.0,3.0,www.tractchun.es,1.0,1º semestre
7805,KWRTSR-6142589997,2016-08-07,629.0,39.0,Sistema,Solicitud,1 - Menor,1 - Baja,2.0,5.0,www.tractchun.es,1.0,2º semestre
7806,KWRTSR-6642727325,2016-12-23,422.0,43.0,Sistema,Solicitud,1 - Menor,1 - Baja,6.0,3.0,www.tractchun.es,1.0,2º semestre
7807,KWRTSR-6842556516,2016-07-05,71.0,15.0,Sistema,Solicitud,3 - Mayor,1 - Baja,8.0,5.0,www.tractchun.es,1.0,2º semestre
7808,KWRTSR-8342689479,2016-11-15,1827.0,44.0,Sistema,Solicitud,3 - Mayor,1 - Baja,10.0,2.0,www.tractchun.es,1.0,2º semestre
7809,KWRTSR-9742693502,2016-11-19,1570.0,15.0,Sistema,Solicitud,3 - Mayor,1 - Baja,7.0,5.0,www.tractchun.es,1.0,2º semestre
7810,SDDENR-9042507020,2016-05-17,762.0,30.0,Acceso&%Login,Problema,0 - Sin Clasificar,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
7811,SDDESR-9242690836,2016-11-16,233.0,38.0,Sistema,Problema,0 - Sin Clasificar,0 - Sin Asignar,2.0,4.0,www.tractchun.es,1.0,2º semestre
7812,SDDEST-9542399596,2016-01-30,1039.0,25.0,Sistema,Problema,0 - Sin Clasificar,0 - Sin Asignar,5.0,1.0,www.tractchun.es,1.0,1º semestre
7813,SDDTSR-8742598329,2016-08-16,912.0,13.0,Sistema,Solicitud,0 - Sin Clasificar,0 - Sin Asignar,17.0,5.0,www.tractchun.es,1.0,2º semestre
7814,SDLEER-0142718144,2016-12-14,324.0,1.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
7815,SDLEER-1042374241,2016-01-05,1514.0,32.0,Software,Problema,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
7816,SDLEER-1342722658,2016-12-18,1685.0,6.0,Software,Problema,2 - Normal,0 - Sin Asignar,3.0,5.0,www.tractchun.es,1.0,2º semestre
7817,SDLEER-2042414342,2016-02-14,414.0,33.0,Software,Problema,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
7818,SDLEER-2042625740,2016-09-12,884.0,37.0,Software,Problema,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,2º semestre
7819,SDLEER-2242615564,2016-09-02,1616.0,5.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,4.0,www.tractchun.es,1.0,2º semestre
7820,SDLEER-2242680975,2016-11-06,387.0,49.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,5.0,www.tractchun.es,1.0,2º semestre
7822,SDLEER-3242614075,2016-09-01,1897.0,10.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,5.0,www.tractchun.es,1.0,2º semestre
7823,SDLEER-3642509173,2016-05-19,1177.0,11.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,16.0,4.0,www.tractchun.es,1.0,1º semestre
7824,SDLEER-4242439743,2016-03-10,1824.0,7.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,5.0,www.tractchun.es,1.0,1º semestre
7825,SDLEER-4242539680,2016-06-18,318.0,6.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
7826,SDLEER-4342509332,2016-05-19,3.0,3.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,13.0,4.0,www.tractchun.es,1.0,1º semestre
7827,SDLEER-4542722698,2016-12-18,439.0,16.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,15.0,5.0,www.tractchun.es,1.0,2º semestre
7828,SDLEER-5242508649,2016-05-18,734.0,46.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,8.0,4.0,www.tractchun.es,1.0,1º semestre
7829,SDLEER-5242639017,2016-09-26,91.0,30.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,4.0,www.tractchun.es,1.0,2º semestre
7830,SDLEER-5542511478,2016-05-21,1947.0,14.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,5.0,4.0,www.tractchun.es,1.0,1º semestre
7831,SDLEER-5642562245,2016-07-11,1734.0,22.0,Software,Problema,2 - Normal,0 - Sin Asignar,6.0,4.0,www.tractchun.es,1.0,2º semestre
7832,SDLEER-5742508883,2016-05-18,1178.0,28.0,Software,Problema,2 - Normal,0 - Sin Asignar,7.0,1.0,www.tractchun.es,1.0,1º semestre
7833,SDLEER-6042620687,2016-09-07,1708.0,36.0,Software,Problema,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,2º semestre
7834,SDLEER-6142612760,2016-08-30,886.0,47.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
7835,SDLEER-6342458204,2016-03-29,1450.0,32.0,Software,Problema,2 - Normal,0 - Sin Asignar,3.0,4.0,www.tractchun.es,1.0,1º semestre
7836,SDLEER-6842679957,2016-11-05,1075.0,9.0,Software,Problema,2 - Normal,0 - Sin Asignar,8.0,1.0,www.tractchun.es,1.0,2º semestre
7837,SDLEER-7142592116,2016-08-10,1261.0,11.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,14.0,5.0,www.tractchun.es,1.0,2º semestre
7838,SDLEER-7242506777,2016-05-16,1637.0,37.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,4.0,www.tractchun.es,1.0,1º semestre
7839,SDLEER-7342699203,2016-11-25,550.0,22.0,Software,Problema,2 - Normal,0 - Sin Asignar,3.0,4.0,www.tractchun.es,1.0,2º semestre
7840,SDLEER-7442372916,2016-01-03,1701.0,49.0,Software,Problema,2 - Normal,0 - Sin Asignar,4.0,5.0,www.tractchun.es,1.0,1º semestre
7841,SDLEER-7642645946,2016-10-02,1714.0,19.0,Software,Problema,2 - Normal,0 - Sin Asignar,6.0,4.0,www.tractchun.es,1.0,2º semestre
7842,SDLEER-7742377510,2016-01-08,1451.0,25.0,Software,Problema,2 - Normal,0 - Sin Asignar,7.0,4.0,www.tractchun.es,1.0,1º semestre
7843,SDLEER-7842440780,2016-03-11,1548.0,7.0,Software,Problema,2 - Normal,0 - Sin Asignar,8.0,1.0,www.tractchun.es,1.0,1º semestre
7844,SDLEER-7842452967,2016-03-23,1706.0,39.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
7845,SDLEER-7842597618,2016-08-15,531.0,26.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,8.0,4.0,www.tractchun.es,1.0,2º semestre
7846,SDLEER-8242681078,2016-11-07,1557.0,20.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,4.0,www.tractchun.es,1.0,2º semestre
7847,SDLEER-8442482145,2016-04-22,884.0,1.0,Software,Problema,2 - Normal,0 - Sin Asignar,4.0,4.0,www.tractchun.es,1.0,1º semestre
7848,SDLEER-8542720498,2016-12-16,1329.0,14.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,5.0,4.0,www.tractchun.es,1.0,2º semestre
7849,SDLEER-8642649764,2016-10-06,1246.0,37.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,6.0,1.0,www.tractchun.es,1.0,2º semestre
7850,SDLEER-9142550100,2016-06-29,340.0,1.0,Software,Problema,2 - Normal,0 - Sin Asignar,11.0,5.0,www.tractchun.es,1.0,1º semestre
7851,SDLEER-9142696579,2016-11-22,597.0,25.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,2º semestre
7852,SDLEER-9242452592,2016-03-23,1639.0,25.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,5.0,www.tractchun.es,1.0,1º semestre
7853,SDLEER-9342723388,2016-12-19,1828.0,3.0,Software,Problema,4 - Crítico,0 - Sin Asignar,3.0,5.0,www.tractchun.es,1.0,2º semestre
7854,SDLEER-9542388100,2016-01-19,640.0,1.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,15.0,5.0,www.tractchun.es,1.0,1º semestre
7855,SDLEER-9742384745,2016-01-15,1504.0,7.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,17.0,4.0,www.tractchun.es,1.0,1º semestre
7856,SDLEET-0242448126,2016-03-19,682.0,11.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,4.0,www.tractchun.es,1.0,1º semestre
7857,SDLEET-3242480883,2016-04-20,168.0,38.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,5.0,www.tractchun.es,1.0,1º semestre
7858,SDLEET-4342601963,2016-08-19,596.0,9.0,Software,Problema,2 - Normal,0 - Sin Asignar,3.0,5.0,www.tractchun.es,1.0,2º semestre
7859,SDLEET-4942676016,2016-11-02,1051.0,10.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,9.0,4.0,www.tractchun.es,1.0,2º semestre
7860,SDLEET-5642637386,2016-09-24,1058.0,13.0,Software,Problema,2 - Normal,0 - Sin Asignar,6.0,4.0,www.tractchun.es,1.0,2º semestre
